"Address","Errors","Warnings","Rich Result Errors","Rich Result Warnings","Rich Result Features","Feature-1","Total Types","Unique Types","Type-1","Indexability","Indexability Status"
"https://www.visitsaltlake.com/plan-your-visit/visitors-center-info/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/arts-culture/museums/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/members/member-events/brew-ha-ha/","0","0","0","0","0","","0","0","","Non-Indexable","noindex"
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/transportation/how-to-use-the-ski-bus/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/restaurants/ice-cream-desserts/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/attractions/free-things-to-do/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/arts-culture/museums/thanksgiving-point-institute/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/restaurants/fine-dining/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/holiday-itineraries/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/skiing-snowboarding/ski-resorts/alta-ski-area/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/southwest-valley/restaurants/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/about-us/staff-directory/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/trip-ideas-itineraries/","0","0","0","0","0","","0","0","","Indexable",""
"https://www.visitsaltlake.com/things-to-do/sports/","0","0","0","0","0","","0","0","","Indexable",""
