"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://www.visitsaltlake.com/listing/duffys-tavern/60680/","1","Duffy's Tavern | a Salt Lake Bar & Lounge Nightlife & Entertainment in Granary/Ballpark","87","771","Indexable",""
"https://www.visitsaltlake.com/listing/leprechaun-inn/61330/","1","Leprechaun Inn | a Salt Lake Bar & Lounge Nightlife & Entertainment in Holladay/Murray","86","778","Indexable",""
"https://www.visitsaltlake.com/listing/copper-canyon-grill-house-%26-tavern/54413/","1","Copper Canyon Grill House & Tavern | a Salt Lake Steakhouse Restaurants in Downtown","83","779","Indexable",""
"https://www.visitsaltlake.com/listing/ember/69047/","1","Ember | a Salt Lake Meeting & Special Event Venues Business & Convention Services in Downtown","93","873","Indexable",""
"https://www.visitsaltlake.com/listing/monarca/70733/","1","MONARCA | a Salt Lake Mexican Restaurants in Downtown","53","523","Indexable",""
"https://www.visitsaltlake.com/listing/edison-house/70540/","1","Edison House | a Salt Lake Social Activities Nightlife & Entertainment in Downtown","82","733","Indexable",""
"https://www.visitsaltlake.com/listing/trolley-wing-company/60762/","1","Trolley Wing Company | a Salt Lake Bar & Lounge Nightlife & Entertainment in Sugarhouse","87","799","Indexable",""
"https://www.visitsaltlake.com/listing/the-break-downtown/71603/","1","The Break Downtown | a Salt Lake American & Burgers Restaurants in Downtown","75","718","Indexable",""
"https://www.visitsaltlake.com/listing/the-huddle-sports-bar/61571/","1","The Huddle Sports Bar | a Salt Lake Sports Bar Nightlife & Entertainment in Cottonwood Heights","94","851","Indexable",""
"https://www.visitsaltlake.com/listing/johnnys-on-second/61702/","1","Johnny's on Second | a Salt Lake Bar & Lounge Nightlife & Entertainment in Downtown","83","763","Indexable",""
"https://www.visitsaltlake.com/listing/big-willies/61215/","1","Big Willie's | a Salt Lake Bar & Lounge Nightlife & Entertainment in Granary/Ballpark","85","739","Indexable",""
"https://www.visitsaltlake.com/listing/jack-mormon-coffee-co/62724/","1","Jack Mormon Coffee Co | a Salt Lake Bakery/Café/Deli Restaurants in Avenues/Capitol Hill","88","808","Indexable",""
"https://www.visitsaltlake.com/listing/millcreek-city/69964/","1","Millcreek City | a Salt Lake Government Community Resources in Millcreek","72","663","Indexable",""
"https://www.visitsaltlake.com/listing/proper-burger-co/70400/","1","Proper Burger CO | a Salt Lake American & Burgers Restaurants in Downtown","73","685","Indexable",""
"https://www.visitsaltlake.com/listing/dolcetti-gelato/62547/","1","Dolcetti Gelato | a Salt Lake Ice Cream / Desserts Restaurants in University/Foothill","85","741","Indexable",""
"https://www.visitsaltlake.com/listing/momentum-indoor-climbing-millcreek/70545/","1","Momentum Indoor Climbing - Millcreek | a Salt Lake Adventure Sports Outdoors & Recreation in Millcreek","102","932","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/know-the-code-proper-ski-etiquette/","1","Safe skiing in Salt Lake - know the etiquette","45","390","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/airport-renovation-update/","1","Salt Lake International Airport named one of the ten best largest airports in the US","84","733","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/valentines-day-active-things-to-do-with-your-loved-one/","1","Uniquely Salt Lake Valentine's Day Dates","40","362","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/attractions/6318f4f691c61177fc48ccb3/?&page=2","1","Posts in Attractions | The Salt Lake Scene | Page 2","51","450","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/post/getting-jolly-at-brightons-molly-greens/","1","Getting Jolly at Brighton's Molly Green's","41","352","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/traveling-to-the-ski-resorts/","1","Travel Tips to Utah Ski Resorts | How to Get There Safely","57","506","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/ski/5fa09d2cd98bdc69670ed587/?&page=2","1","Posts in Ski | The Salt Lake Scene | Page 2","43","378","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/post/what-to-expect-for-the-2024-25-ski-season/","1","Salt Lake Ski Season 2024-2025 | Opening Dates & Details","56","515","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/utah-department-of-transportation/659c3ee370631a35d773af0f/","1","Posts by Utah Department of Transportation | The Salt Lake Scene","64","592","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/ski-salt-lake-unlock-the-perfect-destination-for-skiers-of-all-levels/","1","Unlock the Perfect Destination for Skiers of All Levels","55","476","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/ski-without-limits-no-blackout-days-with-the-super-pass/","1","No Blackout Days | Unlimited Skiing With the Super Pass","55","501","Indexable",""
"https://www.visitsaltlake.com/event/sports-and-outdoors/lgt-world-mens-curling-championship-2026/76698/","1","LGT World Men's Curling Championship 2026","41","401","Indexable",""
"https://www.visitsaltlake.com/event/sports-and-outdoors/2026-hurricane-mtb-festival/77015/","1","2026 Hurricane MTB Festival","27","257","Indexable",""
"https://www.visitsaltlake.com/event/sports-and-outdoors/carvana-ppa-tour-greater-zion-cup/76215/","1","Carvana PPA Tour- Greater Zion Cup","34","327","Indexable",""
"https://www.visitsaltlake.com/event/sports-and-outdoors/utah-jazz-vs-washington-wizards/71742/","1","Utah Jazz vs. Washington Wizards","32","307","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/reasons-to-visit-salt-lake-right-now/","1","Reasons to Visit Salt Lake Right Now","36","328","Indexable",""
"https://www.visitsaltlake.com/listing/acord-ice-center/55348/","1","Acord Ice Center | a Salt Lake Sports Venues Sports in West Valley","66","591","Indexable",""
"https://www.visitsaltlake.com/listing/ice-ribbon-at-j-lynn-crane-park/70854/","1","Ice ribbon at J. Lynn crane park | a Salt Lake Ice Skating Outdoors & Recreation in Southwest Valley","100","879","Indexable",""
"https://www.visitsaltlake.com/listing/salt-lake-county-ice-center/59228/","1","Salt Lake County Ice Center | a Salt Lake Sports Venues Sports in Holladay/Murray","81","731","Indexable",""
"https://www.visitsaltlake.com/listing/crown-burger-restaurant/60775/","1","Crown Burger Restaurant | a Salt Lake American & Burgers Restaurants in Avenues/Capitol Hill","92","841","Indexable",""
"https://www.visitsaltlake.com/listing/flemings-prime-steakhouse-%26-wine-bar/70806/","1","Flemings Prime Steakhouse & Wine Bar | a Salt Lake Steakhouse Restaurants in Downtown","85","810","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/family-fun/5a9dab99cd9d441d5835b2cd/?page=2","1","Posts in Family Fun | The Salt Lake Scene | Page 2","50","448","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/kids-under-6-ski-free-at-brighton/","1","Brighton Ski Resort | Kids Under 6 Ski For Free","47","409","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/alta-the-best-ski-vacation-of-your-life/","1","The Best Ski Vacation of Your Life","34","303","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/family-fun/5a9dab99cd9d441d5835b2cd/?&page=3","1","Posts in Family Fun | The Salt Lake Scene | Page 3","50","448","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/category/family-fun/5a9dab99cd9d441d5835b2cd/?&page=1","1","Posts in Family Fun | The Salt Lake Scene","41","371","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/listing/phillips-gallery/54644/","1","Phillips Gallery | a Salt Lake Art Galleries Arts & Museums in Downtown","71","634","Indexable",""
"https://www.visitsaltlake.com/listing/salt-lake-outdoor-arts-trail/71765/","1","Salt Lake Outdoor Arts Trail | a Salt Lake Cultural Tours Experience Marketplace in Downtown","92","831","Indexable",""
"https://www.visitsaltlake.com/listing/visitor-information-center/55125/","1","Visitor Information Center | a Salt Lake Sightseeing Attractions in Downtown","76","680","Indexable",""
"https://www.visitsaltlake.com/plan-your-visit/community-diversity/lgbtq/lgbtq-events/?endDate=10%2F03%2F2021&sort=date&startDate=09%2F27%2F2021","1","Virtual LGBTQ Events in Salt Lake City | Festivals & Movies","59","521","Indexable",""
"https://www.visitsaltlake.com/listing/ahh-sushi/61727/","1","Ahh Sushi | a Salt Lake Sushi Restaurants in Downtown","53","490","Indexable",""
"https://www.visitsaltlake.com/listing/hamachi/63262/","1","Hamachi | a Salt Lake Sushi Restaurants in Downtown","51","481","Indexable",""
"https://www.visitsaltlake.com/listing/basalt/68265/","1","Basalt | a Salt Lake Spas Wellness in Central City","50","435","Indexable",""
"https://www.visitsaltlake.com/listing/red-pine-lake-trail/70852/","1","Red Pine Lake Trail | a Salt Lake Snowshoeing Outdoors & Recreation in Little Cottonwood","88","800","Indexable",""
"https://www.visitsaltlake.com/listing/dog-lake-trail/70884/","1","Dog Lake Trail | a Salt Lake Snowshoeing Outdoors & Recreation in Big Cottonwood","80","738","Indexable",""
"https://www.visitsaltlake.com/listing/maven-district/72285/","1","Maven District | a Salt Lake Gifts, Clothing & Retail Shopping in Central City","78","665","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/holidays/5a9dab99cd9d441d5835b2d9/?page=2","1","Posts in Holidays | The Salt Lake Scene | Page 2","48","427","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/holidays/5a9dab99cd9d441d5835b2d9/?&page=1","1","Posts in Holidays | The Salt Lake Scene","39","350","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/listing/roha-brewing-project/67476/","1","RoHa Brewing Project | a Salt Lake Microbreweries & Distilleries Nightlife & Entertainment in Central City","106","928","Indexable",""
"https://www.visitsaltlake.com/listing/pizza-studio/69738/","1","Pizza Studio | a Salt Lake Pizza Restaurants in University/Foothill","67","580","Indexable",""
"https://www.visitsaltlake.com/listing/ij-%26-jeanne-wagner-jewish-community-center/68416/","1","IJ & Jeanne Wagner Jewish Community Center | a Salt Lake Churches Community Resources in University/Foothill","108","1016","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/2026-west-valley-city-easter-egg-plunge/77386/","1","2026 West Valley City Easter Egg Plunge","39","360","Indexable",""
"https://www.visitsaltlake.com/event/theatre/the-hunchback-of-notre-dame/74866/","1","The Hunchback of Notre Dame","27","274","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/easter-at-la-caille/78049/","1","Easter at La Caille","19","162","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/2026-grand-america-easter-bunny-tea/76652/","1","2026 Grand America Easter Bunny Tea","35","343","Indexable",""
"https://www.visitsaltlake.com/event/theatre/hallmarked/75027/","1","Hallmarked","10","103","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/draper-easter-egg-hunt-2026/76743/","1","Draper Easter Egg Hunt 2026","27","257","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/2026-easter-egg-hunt/78028/","1","2026 Easter Egg Hunt","20","192","Indexable",""
"https://www.visitsaltlake.com/event/film/sunday-movie-night/76176/","1","Sunday Movie Night","18","177","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/2026-easter-egg-hunts-at-wheeler-farm/77701/","1","2026 Easter Egg Hunts at Wheeler Farm","37","356","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/2026-easter-at-brighton/76547/","1","2026 Easter at Brighton","23","209","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/2026-breakfast-with-the-easter-bunny-at-gardner-village/77335/","1","2026 Breakfast with the Easter Bunny at Gardner Village","55","499","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/2026-west-valley-city-breakfast-with-the-bunny/77385/","1","2026 West Valley City Breakfast with the Bunny","46","420","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/2026-grand-america-easter-brunch/76653/","1","2026 Grand America Easter Brunch","32","312","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/easter-brunch-at-the-salt-republic/76979/","1","Easter Brunch at The Salt Republic","34","307","Indexable",""
"https://www.visitsaltlake.com/hospitality-jobs/listing/grand-america-hotels-%26-resorts/70566/","1","Grand America Hotels & Resorts","30","287","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/2026-west-valley-city-edutainment-egg-hunts/77387/","1","2026 West Valley City Edutainment Egg Hunts","43","408","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/2026-easter-egg-hunt-in-cottonwood-heights/77700/","1","2026 Easter Egg Hunt in Cottonwood Heights","42","400","Indexable",""
"https://www.visitsaltlake.com/listing/fear-factory/62870/","1","Fear Factory | a Salt Lake Social Activities Nightlife & Entertainment in Granary/Ballpark","90","779","Indexable",""
"https://www.visitsaltlake.com/listing/nightmare-on-13th/64791/","1","Nightmare on 13th | a Salt Lake Theme/Water Parks Attractions in Granary/Ballpark","81","747","Indexable",""
"https://www.visitsaltlake.com/listing/the-angry-korean/69762/","1","The Angry Korean | a Salt Lake Korean Restaurants in Southwest Valley","69","635","Indexable",""
"https://www.visitsaltlake.com/listing/rootd-cafe/69545/","1","Root'd Cafe | a Salt Lake Vegan / Vegetarian Restaurants in","59","528","Indexable",""
"https://www.visitsaltlake.com/listing/the-kings-english/71674/","1","The King's English | a Salt Lake Books & Music Shopping in Central City","71","627","Indexable",""
"https://www.visitsaltlake.com/listing/wasatch-crest-mountain-bike-trail/65911/","1","Wasatch Crest Mountain Bike Trail | a Salt Lake Biking Outdoors & Recreation in Big Cottonwood","94","853","Indexable",""
"https://www.visitsaltlake.com/listing/deer-valley-resort/54315/","1","Deer Valley Resort | a Salt Lake Adventure Sports Outdoors & Recreation in Park City","84","749","Indexable",""
"https://www.visitsaltlake.com/listing/mueller-park-trail-mountain-bike-ride-to-big-rock/65915/","1","Mueller Park Trail Mountain Bike Ride to Big Rock | a Salt Lake Biking Outdoors & Recreation in Davis/Ogden","107","957","Indexable",""
"https://www.visitsaltlake.com/listing/poplar-street-pub/58588/","1","Poplar Street Pub | a Salt Lake Bar & Lounge Nightlife & Entertainment in Downtown","82","746","Indexable",""
"https://www.visitsaltlake.com/listing/westerner-club/61399/","1","Westerner Club | a Salt Lake Bar & Lounge Nightlife & Entertainment in West Valley","82","737","Indexable",""
"https://www.visitsaltlake.com/articles/post/delta-announces-exciting-new-routes-including-aruba-orlando-london-and-more/","1","Delta Announces Exciting New Routes, Including Aruba, Orlando, London, and More","79","732","Indexable",""
"https://www.visitsaltlake.com/listing/bonneville-salt-flats-adventure/72274/","1","Bonneville Salt Flats Adventure | a Salt Lake Guided Tour Experience Marketplace in Other Utah/Out of State","107","964","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/salt-lake-gallery-stroll-and-more-explore-a-flourishing-fine-art-scene/","1","A Thriving Fine Art Scene in Salt Lake","38","334","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/arts-%26-culture/5a9dab99cd9d441d5835b2ce/?&page=3","1","Posts in Arts & Culture | The Salt Lake Scene | Page 3","54","475","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/category/arts-%26-culture/5a9dab99cd9d441d5835b2ce/?&page=1","1","Posts in Arts & Culture | The Salt Lake Scene","45","398","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/post/support-arts-and-culture/","1","The Arts & Culture Scene is Alive and Well All Through the Winter Season","72","650","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/rose-shimberg/63f67ec3433ecd19ea31184d/","1","Posts by Rose Shimberg | The Salt Lake Scene","44","413","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/katie-hatzfeld/63176b6391c61177fc47ff53/","1","Posts by Katie Hatzfeld | The Salt Lake Scene","45","406","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/kirby-dorsey/6539892755faad5911ae0ff3/","1","Posts by Kirby Dorsey | The Salt Lake Scene","43","389","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/arts-%26-culture/5a9dab99cd9d441d5835b2ce/?page=2","1","Posts in Arts & Culture | The Salt Lake Scene | Page 2","54","475","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/illuminate-light-art-creative-tech-fest/","1","Salt Lake's ILLUMINATE Light Art & Creative Tech Fest","53","485","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/alexis-perno/632c7fc57a4ddb1ece059713/","1","Posts by Alexis Perno | The Salt Lake Scene","43","390","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/elizabeth-leach/6359a6f9e0b071233a2b15af/","1","Posts by Elizabeth Leach | The Salt Lake Scene","46","419","Indexable",""
"https://www.visitsaltlake.com/listing/wiseguys-live-comedy/65597/","1","Wiseguys Live Comedy | a Salt Lake Comedy Nightlife & Entertainment in Downtown","79","748","Indexable",""
"https://www.visitsaltlake.com/listing/la-barbra-coffee-the-gateway/68694/","1","La Barbra Coffee - The Gateway | a Salt Lake Bakery/Café/Deli Restaurants in Downtown","85","788","Indexable",""
"https://www.visitsaltlake.com/listing/virtualities-at-the-gateway/68643/","1","Virtualities at the Gateway | a Salt Lake Social Activities Nightlife & Entertainment in Downtown","97","849","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/outdoor-recreation-%26-sports/5a9dab99cd9d441d5835b2d4/?page=2","1","Posts in Outdoor Recreation & Sports | The Salt Lake Scene | Page 2","67","604","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/outdoor-recreation-%26-sports/5a9dab99cd9d441d5835b2d4/?&page=3","1","Posts in Outdoor Recreation & Sports | The Salt Lake Scene | Page 3","67","604","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/category/outdoor-recreation-%26-sports/5a9dab99cd9d441d5835b2d4/?&page=1","1","Posts in Outdoor Recreation & Sports | The Salt Lake Scene","58","527","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/event/humanities/una-show-up-saturday-community-service-fair/77584/","1","UNA ""Show Up Saturday"" Community Service Fair","45","437","Indexable",""
"https://www.visitsaltlake.com/listing/treeutah/58214/","1","TreeUtah | a Salt Lake Volunteer Opportunities Community Resources in Granary/Ballpark","86","797","Indexable",""
"https://www.visitsaltlake.com/event/outdoor-recreation/2026-arbor-day-celebration/76749/","1","2026 Arbor Day Celebration","26","244","Indexable",""
"https://www.visitsaltlake.com/event/outdoor-recreation/sojo-earth-day-run-2026/75984/","1","SoJo Earth Day Run 2026","23","223","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/ripple-effect-earth-day-celebration/77813/","1","Ripple Effect Earth Day Celebration","35","311","Indexable",""
"https://www.visitsaltlake.com/event/festivals-and-special-events/17th-annual-alta-earth-day/77721/","1","17th Annual Alta Earth Day","26","238","Indexable",""
"https://www.visitsaltlake.com/event/humanities/nature-hour/76847/","1","Nature Hour","11","109","Indexable",""
"https://www.visitsaltlake.com/event/art/nhmu-family-seasonal-science-|-eco-arbor-day/74801/","1","NHMU Family Seasonal Science | Eco Arbor Day","44","423","Indexable",""
"https://www.visitsaltlake.com/event/art/exploring-nature’s-hidden-worlds-|-anand-varma-keynote-lecture/77737/","1","Exploring Nature’s Hidden Worlds | Anand Varma Keynote Lecture","62","585","Indexable",""
"https://www.visitsaltlake.com/listing/riverbend-golf-course/58238/","1","Riverbend Golf Course | a Salt Lake Golf Outdoors & Recreation in Southwest Valley","82","740","Indexable",""
"https://www.visitsaltlake.com/listing/old-mill-golf-course/58239/","1","Old Mill Golf Course | a Salt Lake Golf Outdoors & Recreation in Holladay/Murray","80","711","Indexable",""
"https://www.visitsaltlake.com/listing/ogden-river/55178/","1","Ogden River | a Salt Lake Scenic Drives Attractions in Davis/Ogden","66","592","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/a-day-at-brighton/","1","A Day at Brighton","17","154","Indexable",""
"https://www.visitsaltlake.com/listing/salt-%26-honey-market/70519/","1","Salt & Honey Market | a Salt Lake Gifts, Clothing & Retail Shopping in Downtown","79","707","Indexable",""
"https://www.visitsaltlake.com/listing/culinary-crafts/54665/","1","Culinary Crafts | a Salt Lake Catering/Beverage Services Business & Convention Services in Downtown","99","909","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/salt-lake-history/5a9dab99cd9d441d5835b2d6/?page=2","1","Posts in Salt Lake History | The Salt Lake Scene | Page 2","57","502","Indexable",""
"https://www.visitsaltlake.com/listing/vive-juicery/67449/","1","Vive Juicery | a Salt Lake Bakery/Café/Deli Restaurants in Central City","71","622","Indexable",""
"https://www.visitsaltlake.com/listing/capitol-theatre/55139/","1","Capitol Theatre | a Salt Lake Performing Arts Arts & Museums in Downtown","72","672","Indexable",""
"https://www.visitsaltlake.com/listing/calvary-baptist-church/54797/","1","Calvary Baptist Church | a Salt Lake Churches Community Resources in Central City","81","741","Indexable",""
"https://www.visitsaltlake.com/listing/pipeline-trail-church-creek-to-pipeline-overlook/70442/","1","Pipeline Trail - Church Creek to Pipeline Overlook | a Salt Lake Hiking & Biking Outdoors & Recreation in Millcreek","115","1000","Indexable",""
"https://www.visitsaltlake.com/listing/olympic-legacy-plaza-snowflake-fountain/68687/","1","Olympic Legacy Plaza Snowflake Fountain | a Salt Lake Olympic Venues Attractions in Downtown","92","863","Indexable",""
"https://www.visitsaltlake.com/listing/cottonwood-heights-cafe/61536/","1","Cottonwood Heights Cafe | a Salt Lake Bakery/Café/Deli Restaurants in Cottonwood Heights","88","821","Indexable",""
"https://www.visitsaltlake.com/listing/layla-restaurant/68457/","1","Layla Restaurant | a Salt Lake Middle Eastern Restaurants in Holladay/Murray","76","688","Indexable",""
"https://www.visitsaltlake.com/listing/avenues-twin-peaks/70470/","1","Avenues Twin Peaks | a Salt Lake Hiking & Biking Outdoors & Recreation in Avenues/Capitol Hill","94","849","Indexable",""
"https://www.visitsaltlake.com/listing/the-salt-lake-roasting-co/54761/","1","The Salt Lake Roasting Co. | a Salt Lake Coffeeshop Restaurants in Central City","79","704","Indexable",""
"https://www.visitsaltlake.com/listing/deer-creek-state-park/60015/","1","Deer Creek State Park | a Salt Lake Utah State Parks National & State Parks in Other Utah/Out of State","102","913","Indexable",""
"https://www.visitsaltlake.com/listing/wine-academy-of-utah/70466/","1","Wine Academy of Utah | a Salt Lake Local Tour Operators & Receptive Services Group Tour in Downtown","99","926","Indexable",""
"https://www.visitsaltlake.com/listing/tea-zaanti/67908/","1","Tea Zaanti | a Salt Lake Bakery/Café/Deli Restaurants in University/Foothill","76","668","Indexable",""
"https://www.visitsaltlake.com/listing/artspace-inc/65277/","1","Artspace Inc | a Salt Lake Arts Marketing & Services Arts & Museums in Downtown","79","732","Indexable",""
"https://www.visitsaltlake.com/articles/post/visit-salt-lake-bestows-third-annual-salt-awards/","1","Visit Salt Lake Bestows Third Annual SALT Awards","48","452","Indexable",""
"https://www.visitsaltlake.com/articles/category/press-releases/5a9da97ecd9d441d58359adc/?&page=2","1","Posts in Press Releases | Articles | Page 2","43","374","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/articles/author/jenna-bree/69371eb87b34077d410c5f6d/","1","Posts by Jenna Bree | Articles","30","265","Indexable",""
"https://www.visitsaltlake.com/places-to-stay/hotels/hotels-with-smoking-rooms/?amenities=accommodations_smokingrooms_77_9&show_dir_listings_only=false&skip=0&sort=qualityScore&subcatids=1723","1","Salt Lake City Hotels | Lodging With Smoking Rooms Available","60","554","Indexable",""
"https://www.visitsaltlake.com/listing/real-salt-lake-academy/70452/","1","Real Salt Lake Academy | a Salt Lake Sports Venues Sports in Southwest Valley","77","707","Indexable",""
"https://www.visitsaltlake.com/speakers-bureau/listing/chris-waddell/72135/","1","Chris Waddell","13","123","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/speakers-bureau/listing/alex-lawrence-phd/72129/","1","Alex Lawrence, PhD","18","177","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/welcome-to-salt-lake/","1","Welcome to Salt Lake","20","195","Indexable",""
"https://www.visitsaltlake.com/listing/uinta-wasatch-cache-national-forest/55113/","1","Uinta-Wasatch-Cache National Forest | a Salt Lake National Parks National & State Parks in Southwest Valley","107","971","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/restaurants-%26-bars/5a9dab99cd9d441d5835b2d1/?page=1","1","Posts in Restaurants & Bars | The Salt Lake Scene","49","444","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/more-ways-to-snow-in-salt-lake/","1","Four great winter activities for the non–skier/snowboarder","58","521","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/things-to-do/5bca146a11f2ef203ebb4f29/?&page=4","1","Posts in Things to Do | The Salt Lake Scene | Page 4","52","463","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/author/visit-salt-lake/5a9dab99cd9d441d5835b291/?&page=1","1","Posts by Visit Salt Lake | The Salt Lake Scene","46","406","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/author/visit-salt-lake/5a9dab99cd9d441d5835b291/?page=2","1","Posts by Visit Salt Lake | The Salt Lake Scene | Page 2","55","483","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/visit-salt-lake/5a9dab99cd9d441d5835b291/?&page=3","1","Posts by Visit Salt Lake | The Salt Lake Scene | Page 3","55","483","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/post/alta-chalets-a-getaway-with-breathing-room/","1","Alta Chalets: A Getaway with Breathing Room","43","406","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/real-rooted-and-refined-at-snowpine-lodge/","1","Real, Rooted and Refined at Snowpine Lodge","42","397","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/fairfield-midvale-in-the-center-of-it-all-with-convenience-at-our-center/","1","Fairfield Midvale — In the center of it all, with convenience at our center","75","635","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/5-reasons-to-visit-salt-lake-county-in-august/","1","5 Reasons to Visit Salt Lake County in August","45","404","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/diversity/6318f50591c61177fc48ccb6/?&page=2","1","Posts in Diversity | The Salt Lake Scene | Page 2","49","428","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/blog/stories/author/kia-mcginnis-wray/5f52c776021eb9295bb0161b/","1","Posts by Kia McGinnis Wray | The Salt Lake Scene","48","445","Indexable",""
"https://www.visitsaltlake.com/blog/stories/category/salt-of-the-earth/5bc60ad7a3e6b5721a4d18b2/?&page=2","1","Posts in Salt of the Earth | The Salt Lake Scene | Page 2","57","495","Non-Indexable","Canonicalised"
"https://www.visitsaltlake.com/listing/forest-dale-golf-course/61805/","1","Forest Dale Golf Course | a Salt Lake Golf Outdoors & Recreation in Millcreek","77","680","Indexable",""
"https://www.visitsaltlake.com/extranet-login/?redirectUrl=%2Fmembers%2Fmember-resources%2Feducational-seminars%2F","1","Extranet Login","14","129","Non-Indexable","Canonicalised,noindex"
"https://www.visitsaltlake.com/outdoors-meetings-microsites/","1","Outdoors","8","82","Indexable",""
"https://www.visitsaltlake.com/about-salt-lake-meetings-microsites/","1","About Salt Lake","15","141","Non-Indexable","noindex"
"https://www.visitsaltlake.com/events-meetings-microsites/","1","Events","6","60","Non-Indexable","noindex"
"https://www.visitsaltlake.com/things-to-do-meetings-microsites/","1","Things to Do in Salt Lake City | Attractions, Parks & Art","57","483","Non-Indexable","noindex"
"https://www.visitsaltlake.com/bars-nightlife-meetings-microsites/","1","Bars & Nightlife","16","138","Non-Indexable","noindex"
"https://www.visitsaltlake.com/articles/post/visit-salt-lake-names-krista-parry-as-chief-development-officer/","1","Visit Salt Lake Names Krista Parry as Chief Development Officer","63","575","Indexable",""
"https://www.visitsaltlake.com/articles/post/visit-salt-lake-announces-q2-2022-convention-booking-results/","1","VISIT SALT LAKE ANNOUNCES Q2 2022 CONVENTION BOOKING RESULTS","60","663","Indexable",""
"https://www.visitsaltlake.com/articles/post/visit-salt-lake-names-braeden-beckstrand-as-national-sales-manager/","1","Visit Salt Lake Names Braeden Beckstrand as National Sales Manager","66","625","Indexable",""
